"parameter","time","value","statistic","method"
"p: S+I->2I",14,0.00086428669459406,"seMSE","LW95"
"p: I->R",14,0.000761978571540301,"seMSE","LW95"
"r: S+I->2I",14,0.0042596092120262,"seMSE","LW95"
"r: I->R",14,0.0049711759860257,"seMSE","LW95"
"S",15,82.1303107282481,"seMSE","LW95"
"I",15,63.0241427800709,"seMSE","LW95"
"R",15,41.3970198430373,"seMSE","LW95"
"p: S+I->2I",15,0.000890047061878457,"seMSE","LW95"
"p: I->R",15,0.000780898686393118,"seMSE","LW95"
"r: S+I->2I",15,0.00422066887475891,"seMSE","LW95"
"r: I->R",15,0.00478385701963556,"seMSE","LW95"
"S",16,92.5277584945316,"seMSE","LW95"
"I",16,67.6620099110632,"seMSE","LW95"
"R",16,48.6485297231993,"seMSE","LW95"
"p: S+I->2I",16,0.000855637912277574,"seMSE","LW95"
"p: I->R",16,0.000766180401589685,"seMSE","LW95"
"r: S+I->2I",16,0.00414273486066886,"seMSE","LW95"
"r: I->R",16,0.00457234050341255,"seMSE","LW95"
"S",17,100.519368031236,"seMSE","LW95"
"I",17,76.1126920163375,"seMSE","LW95"
"R",17,54.2422069257553,"seMSE","LW95"
"p: S+I->2I",17,0.000827136121294642,"seMSE","LW95"
"p: I->R",17,0.000739211468556095,"seMSE","LW95"
"r: S+I->2I",17,0.00411563426422231,"seMSE","LW95"
"r: I->R",17,0.00472626949313005,"seMSE","LW95"
"S",18,106.522756847941,"seMSE","LW95"
"I",18,77.0845913177784,"seMSE","LW95"
"R",18,56.726059417351,"seMSE","LW95"
"p: S+I->2I",18,0.000760824345988276,"seMSE","LW95"
"p: I->R",18,0.000725699793209185,"seMSE","LW95"
"r: S+I->2I",18,0.00422274085895844,"seMSE","LW95"
"r: I->R",18,0.00446551078739793,"seMSE","LW95"
"S",19,107.287148011658,"seMSE","LW95"
"I",19,76.9367076561537,"seMSE","LW95"
"R",19,61.3179187409862,"seMSE","LW95"
"p: S+I->2I",19,0.000761073053883241,"seMSE","LW95"
"p: I->R",19,0.000711828196957365,"seMSE","LW95"
"r: S+I->2I",19,0.00414602975272458,"seMSE","LW95"
"r: I->R",19,0.00436650050866312,"seMSE","LW95"
"S",20,102.186000690806,"seMSE","LW95"
"I",20,74.5170136245212,"seMSE","LW95"
"R",20,59.5245033490962,"seMSE","LW95"
"p: S+I->2I",20,0.000740637884008173,"seMSE","LW95"
"p: I->R",20,0.000676303229695835,"seMSE","LW95"
"r: S+I->2I",20,0.00396112233681058,"seMSE","LW95"
"r: I->R",20,0.00414274239470722,"seMSE","LW95"
"S",21,97.4478094529022,"seMSE","LW95"
"I",21,78.3887023818906,"seMSE","LW95"
"R",21,61.5141886431845,"seMSE","LW95"
"p: S+I->2I",21,0.000780227457074439,"seMSE","LW95"
"p: I->R",21,0.000678446507093237,"seMSE","LW95"
"r: S+I->2I",21,0.00420040584238549,"seMSE","LW95"
"r: I->R",21,0.00414445375146015,"seMSE","LW95"
"S",22,94.7406802775917,"seMSE","LW95"
"I",22,72.8972718118923,"seMSE","LW95"
"R",22,62.2175613591215,"seMSE","LW95"
"p: S+I->2I",22,0.000690063776806077,"seMSE","LW95"
"p: I->R",22,0.000683217904519338,"seMSE","LW95"
"r: S+I->2I",22,0.00403283896037845,"seMSE","LW95"
"r: I->R",22,0.00399126481208104,"seMSE","LW95"
"S",23,89.9528011628693,"seMSE","LW95"
"I",23,68.7220374572026,"seMSE","LW95"
"R",23,63.1453106298007,"seMSE","LW95"
"p: S+I->2I",23,0.000666197510567641,"seMSE","LW95"
"p: I->R",23,0.000672683361727986,"seMSE","LW95"
"r: S+I->2I",23,0.00422893662914683,"seMSE","LW95"
"r: I->R",23,0.0042253209645667,"seMSE","LW95"
"S",24,87.3736274806638,"seMSE","LW95"
"I",24,62.2718145100969,"seMSE","LW95"
"R",24,57.8605770052788,"seMSE","LW95"
"p: S+I->2I",24,0.00073586478579855,"seMSE","LW95"
"p: I->R",24,0.000659604784539187,"seMSE","LW95"
"r: S+I->2I",24,0.00401664081571941,"seMSE","LW95"
"r: I->R",24,0.00390811385656588,"seMSE","LW95"
"S",25,86.2567441658104,"seMSE","LW95"
"I",25,59.3439163281106,"seMSE","LW95"
"R",25,57.5806735471936,"seMSE","LW95"
"p: S+I->2I",25,0.00076056863094813,"seMSE","LW95"
"p: I->R",25,0.000643307965105537,"seMSE","LW95"
"r: S+I->2I",25,0.00412209687181839,"seMSE","LW95"
"r: I->R",25,0.0040449882080731,"seMSE","LW95"
"S",26,81.800454154289,"seMSE","LW95"
"I",26,55.5508707974192,"seMSE","LW95"
"R",26,58.7066332717912,"seMSE","LW95"
"p: S+I->2I",26,0.00069328615251345,"seMSE","LW95"
"p: I->R",26,0.000628142787177243,"seMSE","LW95"
"r: S+I->2I",26,0.00412357780319347,"seMSE","LW95"
"r: I->R",26,0.00413219813030348,"seMSE","LW95"
"S",27,82.5183531776735,"seMSE","LW95"
"I",27,52.4515450992426,"seMSE","LW95"
"R",27,58.9072351844823,"seMSE","LW95"
"p: S+I->2I",27,0.000660607080399807,"seMSE","LW95"
"p: I->R",27,0.000620183516407451,"seMSE","LW95"
"r: S+I->2I",27,0.0041038960742666,"seMSE","LW95"
"r: I->R",27,0.00398856230344173,"seMSE","LW95"
"S",28,82.603553087611,"seMSE","LW95"
"I",28,50.0622336800104,"seMSE","LW95"
"R",28,61.9436297451679,"seMSE","LW95"
"p: S+I->2I",28,0.000668686546847835,"seMSE","LW95"
"p: I->R",28,0.00061366681103141,"seMSE","LW95"
"r: S+I->2I",28,0.00408321080575383,"seMSE","LW95"
"r: I->R",28,0.00390205866834177,"seMSE","LW95"
"S",29,81.2792633076269,"seMSE","LW95"
"I",29,46.6530858361162,"seMSE","LW95"
"R",29,62.2286561239477,"seMSE","LW95"
"p: S+I->2I",29,0.000661468288591936,"seMSE","LW95"
"p: I->R",29,0.000612358506421548,"seMSE","LW95"
"r: S+I->2I",29,0.00398447639130322,"seMSE","LW95"
"r: I->R",29,0.00380403307901546,"seMSE","LW95"
"S",30,78.6631826983581,"seMSE","LW95"
"I",30,42.68536442944,"seMSE","LW95"
"R",30,63.0723486597605,"seMSE","LW95"
"p: S+I->2I",30,0.000623303767897974,"seMSE","LW95"
"p: I->R",30,0.000603854876152659,"seMSE","LW95"
"r: S+I->2I",30,0.00398687180562502,"seMSE","LW95"
"r: I->R",30,0.00386008367211445,"seMSE","LW95"
"S",31,78.4688945640172,"seMSE","LW95"
"I",31,38.4481169361364,"seMSE","LW95"
"R",31,63.8218776030581,"seMSE","LW95"
"p: S+I->2I",31,0.000622913143175138,"seMSE","LW95"
"p: I->R",31,0.000606726462253556,"seMSE","LW95"
"r: S+I->2I",31,0.0039184679957731,"seMSE","LW95"
"r: I->R",31,0.0038110769410778,"seMSE","LW95"
"S",32,76.8149522622742,"seMSE","LW95"
"I",32,32.8416470369132,"seMSE","LW95"
"R",32,62.5792746923523,"seMSE","LW95"
"p: S+I->2I",32,0.000612320921284705,"seMSE","LW95"
"p: I->R",32,0.000608815122089864,"seMSE","LW95"
"r: S+I->2I",32,0.00380189148249144,"seMSE","LW95"
"r: I->R",32,0.00366388410713282,"seMSE","LW95"
"S",33,76.6832490202017,"seMSE","LW95"
"I",33,30.0672050939134,"seMSE","LW95"
"R",33,63.9918697594464,"seMSE","LW95"
"p: S+I->2I",33,0.000629389979856736,"seMSE","LW95"
"p: I->R",33,0.000619764130362405,"seMSE","LW95"
"r: S+I->2I",33,0.00387359965405678,"seMSE","LW95"
"r: I->R",33,0.00368310380840473,"seMSE","LW95"
"S",34,75.6892763579438,"seMSE","LW95"
"I",34,28.1787921725563,"seMSE","LW95"
"R",34,64.7405252901403,"seMSE","LW95"
"p: S+I->2I",34,0.000614342299794839,"seMSE","LW95"
"p: I->R",34,0.000606160423559411,"seMSE","LW95"
"r: S+I->2I",34,0.00386259976433603,"seMSE","LW95"
"r: I->R",34,0.00365331700458792,"seMSE","LW95"
"S",35,76.5300901477875,"seMSE","LW95"
"I",35,26.2028308549865,"seMSE","LW95"
"R",35,66.2140160507331,"seMSE","LW95"
"p: S+I->2I",35,0.000623831887094947,"seMSE","LW95"
"p: I->R",35,0.000605564273185989,"seMSE","LW95"
"r: S+I->2I",35,0.00386920805522264,"seMSE","LW95"
"r: I->R",35,0.00363191468258102,"seMSE","LW95"
"S",36,76.6882763336313,"seMSE","LW95"
"I",36,25.7778949264271,"seMSE","LW95"
"R",36,67.4733653134967,"seMSE","LW95"
"p: S+I->2I",36,0.000620520013765409,"seMSE","LW95"
"p: I->R",36,0.000613999585062655,"seMSE","LW95"
"r: S+I->2I",36,0.00380760790027245,"seMSE","LW95"
"r: I->R",36,0.00356292744434504,"seMSE","LW95"
"S",37,76.541238509425,"seMSE","LW95"
"I",37,24.2257361095186,"seMSE","LW95"
"R",37,67.6665839228447,"seMSE","LW95"
"p: S+I->2I",37,0.000605152931450507,"seMSE","LW95"
"p: I->R",37,0.000607920444816552,"seMSE","LW95"
"r: S+I->2I",37,0.0037035479937551,"seMSE","LW95"
"r: I->R",37,0.00353767855208364,"seMSE","LW95"
"S",38,75.7695405984481,"seMSE","LW95"
"I",38,22.5849409422242,"seMSE","LW95"
"R",38,68.8007206528069,"seMSE","LW95"
"p: S+I->2I",38,0.000605969357259832,"seMSE","LW95"
"p: I->R",38,0.000603517631314351,"seMSE","LW95"
"r: S+I->2I",38,0.00371783566418289,"seMSE","LW95"
"r: I->R",38,0.00350357703954225,"seMSE","LW95"
"S",39,75.2237262268806,"seMSE","LW95"
"I",39,21.2411253088636,"seMSE","LW95"
"R",39,69.3832685898657,"seMSE","LW95"
"p: S+I->2I",39,0.000609944512218808,"seMSE","LW95"
"p: I->R",39,0.000602495928328313,"seMSE","LW95"
"r: S+I->2I",39,0.00363940633342006,"seMSE","LW95"
"r: I->R",39,0.003377193998218,"seMSE","LW95"
"S",40,74.8867342967411,"seMSE","LW95"
"I",40,15.6567971722368,"seMSE","LW95"
"R",40,69.1225840911828,"seMSE","LW95"
"p: S+I->2I",40,0.000597498191128335,"seMSE","LW95"
"p: I->R",40,0.000598116205308514,"seMSE","LW95"
"r: S+I->2I",40,0.00360375800713591,"seMSE","LW95"
"r: I->R",40,0.0033619633578564,"seMSE","LW95"
"S",41,75.0274512385383,"seMSE","LW95"
"I",41,17.5730197188635,"seMSE","LW95"
"R",41,69.5349467605934,"seMSE","LW95"
"p: S+I->2I",41,0.000581719095846915,"seMSE","LW95"
"p: I->R",41,0.000592359953855554,"seMSE","LW95"
"r: S+I->2I",41,0.00356765360824966,"seMSE","LW95"
"r: I->R",41,0.00325106167808575,"seMSE","LW95"
"S",42,78.8869226253682,"seMSE","LW95"
"I",42,13.7356025705469,"seMSE","LW95"
"R",42,72.4348261052695,"seMSE","LW95"
"p: S+I->2I",42,0.00060480849092702,"seMSE","LW95"
"p: I->R",42,0.000594002785426757,"seMSE","LW95"
"r: S+I->2I",42,0.00358477444360856,"seMSE","LW95"
"r: I->R",42,0.00321283509720665,"seMSE","LW95"
"S",43,77.2278992846031,"seMSE","LW95"
"I",43,12.6093564154172,"seMSE","LW95"
"R",43,72.4498490278224,"seMSE","LW95"
"p: S+I->2I",43,0.000596840425571799,"seMSE","LW95"
"p: I->R",43,0.000589248693507916,"seMSE","LW95"
"r: S+I->2I",43,0.00359863755015008,"seMSE","LW95"
"r: I->R",43,0.00318399175544345,"seMSE","LW95"
"S",44,76.6004837635289,"seMSE","LW95"
"I",44,11.2950777283657,"seMSE","LW95"
"R",44,72.5831529523217,"seMSE","LW95"
"p: S+I->2I",44,0.000584730216690928,"seMSE","LW95"
"p: I->R",44,0.000587896523726686,"seMSE","LW95"
"r: S+I->2I",44,0.00354324384053148,"seMSE","LW95"
"r: I->R",44,0.00317407145896055,"seMSE","LW95"
"S",45,75.1563816220698,"seMSE","LW95"
"I",45,9.85230351887147,"seMSE","LW95"
"R",45,71.6780249053726,"seMSE","LW95"
"p: S+I->2I",45,0.00056512211957778,"seMSE","LW95"
"p: I->R",45,0.000588000291891701,"seMSE","LW95"
"r: S+I->2I",45,0.00353083858674678,"seMSE","LW95"
"r: I->R",45,0.00315129481124051,"seMSE","LW95"
"S",46,73.9402217185227,"seMSE","LW95"
"I",46,9.86767258673094,"seMSE","LW95"
"R",46,71.4937160329614,"seMSE","LW95"
"p: S+I->2I",46,0.000566308687400064,"seMSE","LW95"
"p: I->R",46,0.000587090796219254,"seMSE","LW95"
"r: S+I->2I",46,0.00351093932556137,"seMSE","LW95"
"r: I->R",46,0.00315452409371618,"seMSE","LW95"
"S",47,73.5685983139906,"seMSE","LW95"
"I",47,8.66598116193137,"seMSE","LW95"
"R",47,71.8501931174504,"seMSE","LW95"
"p: S+I->2I",47,0.00057646991548207,"seMSE","LW95"
"p: I->R",47,0.000592420054245992,"seMSE","LW95"
"r: S+I->2I",47,0.00348575251552018,"seMSE","LW95"
"r: I->R",47,0.00317704689922051,"seMSE","LW95"
"S",48,73.9197875746645,"seMSE","LW95"
"I",48,7.74309264161564,"seMSE","LW95"
"R",48,71.9646335855356,"seMSE","LW95"
"p: S+I->2I",48,0.000583584785428182,"seMSE","LW95"
"p: I->R",48,0.000593335176644627,"seMSE","LW95"
"r: S+I->2I",48,0.0034036521340291,"seMSE","LW95"
"r: I->R",48,0.00319037229639136,"seMSE","LW95"
"S",49,74.921631256695,"seMSE","LW95"
"I",49,6.72670498169692,"seMSE","LW95"
"R",49,73.020617157159,"seMSE","LW95"
"p: S+I->2I",49,0.000612219879963259,"seMSE","LW95"
"p: I->R",49,0.000598815656411053,"seMSE","LW95"
"r: S+I->2I",49,0.00341421607580069,"seMSE","LW95"
"r: I->R",49,0.00319644498830612,"seMSE","LW95"
"S",50,73.2906729166859,"seMSE","LW95"
"I",50,5.6448136929395,"seMSE","LW95"
"R",50,71.5920569669531,"seMSE","LW95"
"p: S+I->2I",50,0.000594166286274822,"seMSE","LW95"
"p: I->R",50,0.000596273739435391,"seMSE","LW95"
"r: S+I->2I",50,0.0034201828183581,"seMSE","LW95"
"r: I->R",50,0.00316869526536531,"seMSE","LW95"
"S",51,74.8035799786833,"seMSE","LW95"
"I",51,4.91766028670272,"seMSE","LW95"
"R",51,73.6195322808974,"seMSE","LW95"
"p: S+I->2I",51,0.000613058232485216,"seMSE","LW95"
"p: I->R",51,0.000600531763500279,"seMSE","LW95"
"r: S+I->2I",51,0.00338288845244689,"seMSE","LW95"
"r: I->R",51,0.00316618433729387,"seMSE","LW95"
"S",52,73.2744667555438,"seMSE","LW95"
"I",52,4.71049094721053,"seMSE","LW95"
"R",52,72.0449008016194,"seMSE","LW95"
"p: S+I->2I",52,0.000610930171922734,"seMSE","LW95"
"p: I->R",52,0.000594090014886131,"seMSE","LW95"
"r: S+I->2I",52,0.00336990782498319,"seMSE","LW95"
"r: I->R",52,0.00316255083119705,"seMSE","LW95"
"S",53,72.9431708847746,"seMSE","LW95"
"I",53,4.5334746392747,"seMSE","LW95"
"R",53,72.4014263659436,"seMSE","LW95"
"p: S+I->2I",53,0.000598491896371798,"seMSE","LW95"
"p: I->R",53,0.00059338124051979,"seMSE","LW95"
"r: S+I->2I",53,0.00346355002550569,"seMSE","LW95"
"r: I->R",53,0.00315564926419166,"seMSE","LW95"
"S",54,73.8497595427907,"seMSE","LW95"
"I",54,4.34864049788488,"seMSE","LW95"
"R",54,73.4796734669946,"seMSE","LW95"
"p: S+I->2I",54,0.000609173257140244,"seMSE","LW95"
"p: I->R",54,0.000592033490256402,"seMSE","LW95"
"r: S+I->2I",54,0.00346283618692291,"seMSE","LW95"
"r: I->R",54,0.00312738073372714,"seMSE","LW95"
"S",55,74.1707261081226,"seMSE","LW95"
"I",55,4.55157744626474,"seMSE","LW95"
"R",55,73.8404867764529,"seMSE","LW95"
"p: S+I->2I",55,0.000627316804901393,"seMSE","LW95"
"p: I->R",55,0.000592305142951946,"seMSE","LW95"
"r: S+I->2I",55,0.00349883938477652,"seMSE","LW95"
"r: I->R",55,0.00317571898809651,"seMSE","LW95"
"S",56,74.844886958077,"seMSE","LW95"
"I",56,4.96461526184899,"seMSE","LW95"
"R",56,74.6903618950451,"seMSE","LW95"
"p: S+I->2I",56,0.000630774322381221,"seMSE","LW95"
"p: I->R",56,0.000593676803094758,"seMSE","LW95"
"r: S+I->2I",56,0.00347069020425768,"seMSE","LW95"
"r: I->R",56,0.0031886608737766,"seMSE","LW95"
"S",57,73.5690169510594,"seMSE","LW95"
"I",57,4.49033599921114,"seMSE","LW95"
"R",57,73.1800731854018,"seMSE","LW95"
"p: S+I->2I",57,0.00060588458949218,"seMSE","LW95"
"p: I->R",57,0.000593518803365367,"seMSE","LW95"
"r: S+I->2I",57,0.00347040024732703,"seMSE","LW95"
"r: I->R",57,0.00318021701797331,"seMSE","LW95"
"S",58,73.4513421599427,"seMSE","LW95"
"I",58,4.46544348219302,"seMSE","LW95"
"R",58,73.3506437449494,"seMSE","LW95"
"p: S+I->2I",58,0.000594794264559875,"seMSE","LW95"
"p: I->R",58,0.000591581690202474,"seMSE","LW95"
"r: S+I->2I",58,0.0034905732936119,"seMSE","LW95"
"r: I->R",58,0.00316568207681304,"seMSE","LW95"
"S",59,73.2257437480968,"seMSE","LW95"
"I",59,5.17105768999589,"seMSE","LW95"
"R",59,73.2144821963059,"seMSE","LW95"
"p: S+I->2I",59,0.000597210011289021,"seMSE","LW95"
"p: I->R",59,0.000590958733129895,"seMSE","LW95"
"r: S+I->2I",59,0.00352516851389215,"seMSE","LW95"
"r: I->R",59,0.00311487615664548,"seMSE","LW95"
"S",60,73.4313474129913,"seMSE","LW95"
"I",60,4.10535006358517,"seMSE","LW95"
"R",60,73.3395282768652,"seMSE","LW95"
"p: S+I->2I",60,0.000606701409573609,"seMSE","LW95"
"p: I->R",60,0.000591925864015956,"seMSE","LW95"
"r: S+I->2I",60,0.00351948137440288,"seMSE","LW95"
"r: I->R",60,0.00316542880727569,"seMSE","LW95"
"S",0,0.04,"MCV","LW95"
"I",0,0.04,"MCV","LW95"
"R",0,1,"MCV","LW95"
"p: S+I->2I",0,0.95,"MCV","LW95"
"p: I->R",0,0.92,"MCV","LW95"
"r: S+I->2I",0,0.96,"MCV","LW95"
"r: I->R",0,0.93,"MCV","LW95"
"S",1,0.74,"MCV","LW95"
"I",1,0.85,"MCV","LW95"
"R",1,0.96,"MCV","LW95"
"p: S+I->2I",1,0.92,"MCV","LW95"
"p: I->R",1,0.93,"MCV","LW95"
"r: S+I->2I",1,0.96,"MCV","LW95"
"r: I->R",1,0.95,"MCV","LW95"
"S",2,0.86,"MCV","LW95"
"I",2,0.91,"MCV","LW95"
"R",2,0.91,"MCV","LW95"
"p: S+I->2I",2,0.92,"MCV","LW95"
"p: I->R",2,0.93,"MCV","LW95"
"r: S+I->2I",2,0.95,"MCV","LW95"
"r: I->R",2,0.96,"MCV","LW95"
"S",3,0.92,"MCV","LW95"
"I",3,0.95,"MCV","LW95"
"R",3,0.9,"MCV","LW95"
"p: S+I->2I",3,0.9,"MCV","LW95"
"p: I->R",3,0.93,"MCV","LW95"
"r: S+I->2I",3,0.95,"MCV","LW95"
"r: I->R",3,0.95,"MCV","LW95"
"S",4,0.92,"MCV","LW95"
"I",4,0.96,"MCV","LW95"
"R",4,0.88,"MCV","LW95"
"p: S+I->2I",4,0.91,"MCV","LW95"
"p: I->R",4,0.93,"MCV","LW95"
"r: S+I->2I",4,0.95,"MCV","LW95"
"r: I->R",4,0.95,"MCV","LW95"
"S",5,0.92,"MCV","LW95"
"I",5,0.95,"MCV","LW95"
"R",5,0.88,"MCV","LW95"
"p: S+I->2I",5,0.92,"MCV","LW95"
"p: I->R",5,0.92,"MCV","LW95"
"r: S+I->2I",5,0.94,"MCV","LW95"
"r: I->R",5,0.93,"MCV","LW95"
"S",6,0.93,"MCV","LW95"
"I",6,0.98,"MCV","LW95"
"R",6,0.91,"MCV","LW95"
"p: S+I->2I",6,0.88,"MCV","LW95"
"p: I->R",6,0.93,"MCV","LW95"
"r: S+I->2I",6,0.95,"MCV","LW95"
"r: I->R",6,0.96,"MCV","LW95"
"S",7,0.94,"MCV","LW95"
"I",7,0.95,"MCV","LW95"
"R",7,0.89,"MCV","LW95"
"p: S+I->2I",7,0.88,"MCV","LW95"
"p: I->R",7,0.92,"MCV","LW95"
"r: S+I->2I",7,0.94,"MCV","LW95"
"r: I->R",7,0.94,"MCV","LW95"
"S",8,0.95,"MCV","LW95"
"I",8,0.96,"MCV","LW95"
"R",8,0.87,"MCV","LW95"
"p: S+I->2I",8,0.87,"MCV","LW95"
"p: I->R",8,0.94,"MCV","LW95"
"r: S+I->2I",8,0.91,"MCV","LW95"
"r: I->R",8,0.95,"MCV","LW95"
"S",9,0.94,"MCV","LW95"
"I",9,0.94,"MCV","LW95"
"R",9,0.86,"MCV","LW95"
"p: S+I->2I",9,0.86,"MCV","LW95"
"p: I->R",9,0.92,"MCV","LW95"
"r: S+I->2I",9,0.88,"MCV","LW95"
"r: I->R",9,0.95,"MCV","LW95"
"S",10,0.94,"MCV","LW95"
"I",10,0.94,"MCV","LW95"
"R",10,0.88,"MCV","LW95"
"p: S+I->2I",10,0.89,"MCV","LW95"
"p: I->R",10,0.9,"MCV","LW95"
"r: S+I->2I",10,0.9,"MCV","LW95"
"r: I->R",10,0.95,"MCV","LW95"
"S",11,0.95,"MCV","LW95"
"I",11,0.93,"MCV","LW95"
"R",11,0.89,"MCV","LW95"
"p: S+I->2I",11,0.89,"MCV","LW95"
"p: I->R",11,0.91,"MCV","LW95"
"r: S+I->2I",11,0.92,"MCV","LW95"
"r: I->R",11,0.91,"MCV","LW95"
"S",12,0.9,"MCV","LW95"
"I",12,0.91,"MCV","LW95"
"R",12,0.87,"MCV","LW95"
"p: S+I->2I",12,0.87,"MCV","LW95"
"p: I->R",12,0.91,"MCV","LW95"
"r: S+I->2I",12,0.87,"MCV","LW95"
"r: I->R",12,0.92,"MCV","LW95"
"S",13,0.92,"MCV","LW95"
"I",13,0.92,"MCV","LW95"
"R",13,0.86,"MCV","LW95"
"p: S+I->2I",13,0.87,"MCV","LW95"
"p: I->R",13,0.9,"MCV","LW95"
"r: S+I->2I",13,0.88,"MCV","LW95"
"r: I->R",13,0.9,"MCV","LW95"
"S",14,0.9,"MCV","LW95"
"I",14,0.92,"MCV","LW95"
"R",14,0.87,"MCV","LW95"
"p: S+I->2I",14,0.84,"MCV","LW95"
"p: I->R",14,0.87,"MCV","LW95"
"r: S+I->2I",14,0.9,"MCV","LW95"
"r: I->R",14,0.87,"MCV","LW95"
"S",15,0.88,"MCV","LW95"
"I",15,0.88,"MCV","LW95"
"R",15,0.87,"MCV","LW95"
"p: S+I->2I",15,0.87,"MCV","LW95"
"p: I->R",15,0.85,"MCV","LW95"
"r: S+I->2I",15,0.89,"MCV","LW95"
"r: I->R",15,0.89,"MCV","LW95"
"S",16,0.87,"MCV","LW95"
"I",16,0.86,"MCV","LW95"
"R",16,0.86,"MCV","LW95"
"p: S+I->2I",16,0.85,"MCV","LW95"
"p: I->R",16,0.85,"MCV","LW95"
"r: S+I->2I",16,0.9,"MCV","LW95"
"r: I->R",16,0.88,"MCV","LW95"
"S",17,0.86,"MCV","LW95"
"I",17,0.88,"MCV","LW95"
"R",17,0.87,"MCV","LW95"
"p: S+I->2I",17,0.86,"MCV","LW95"
"p: I->R",17,0.83,"MCV","LW95"
"r: S+I->2I",17,0.9,"MCV","LW95"
"r: I->R",17,0.88,"MCV","LW95"
"S",18,0.9,"MCV","LW95"
"I",18,0.86,"MCV","LW95"
"R",18,0.86,"MCV","LW95"
"p: S+I->2I",18,0.87,"MCV","LW95"
"p: I->R",18,0.83,"MCV","LW95"
"r: S+I->2I",18,0.9,"MCV","LW95"
"r: I->R",18,0.87,"MCV","LW95"
"S",19,0.86,"MCV","LW95"
"I",19,0.87,"MCV","LW95"
"R",19,0.84,"MCV","LW95"
"p: S+I->2I",19,0.88,"MCV","LW95"
"p: I->R",19,0.82,"MCV","LW95"
"r: S+I->2I",19,0.85,"MCV","LW95"
"r: I->R",19,0.86,"MCV","LW95"
"S",20,0.85,"MCV","LW95"
"I",20,0.82,"MCV","LW95"
"R",20,0.8,"MCV","LW95"
"p: S+I->2I",20,0.85,"MCV","LW95"
"p: I->R",20,0.85,"MCV","LW95"
"r: S+I->2I",20,0.85,"MCV","LW95"
"r: I->R",20,0.84,"MCV","LW95"
"S",21,0.84,"MCV","LW95"
"I",21,0.84,"MCV","LW95"
"R",21,0.83,"MCV","LW95"
"p: S+I->2I",21,0.84,"MCV","LW95"
"p: I->R",21,0.85,"MCV","LW95"
"r: S+I->2I",21,0.85,"MCV","LW95"
"r: I->R",21,0.83,"MCV","LW95"
"S",22,0.83,"MCV","LW95"
"I",22,0.78,"MCV","LW95"
"R",22,0.83,"MCV","LW95"
"p: S+I->2I",22,0.84,"MCV","LW95"
"p: I->R",22,0.83,"MCV","LW95"
"r: S+I->2I",22,0.83,"MCV","LW95"
"r: I->R",22,0.83,"MCV","LW95"
"S",23,0.8,"MCV","LW95"
"I",23,0.82,"MCV","LW95"
"R",23,0.85,"MCV","LW95"
"p: S+I->2I",23,0.86,"MCV","LW95"
"p: I->R",23,0.8,"MCV","LW95"
"r: S+I->2I",23,0.8,"MCV","LW95"
"r: I->R",23,0.81,"MCV","LW95"
"S",24,0.76,"MCV","LW95"
"I",24,0.8,"MCV","LW95"
"R",24,0.88,"MCV","LW95"
"p: S+I->2I",24,0.83,"MCV","LW95"
"p: I->R",24,0.8,"MCV","LW95"
"r: S+I->2I",24,0.82,"MCV","LW95"
"r: I->R",24,0.81,"MCV","LW95"
"S",25,0.76,"MCV","LW95"
"I",25,0.78,"MCV","LW95"
"R",25,0.86,"MCV","LW95"
"p: S+I->2I",25,0.83,"MCV","LW95"
"p: I->R",25,0.8,"MCV","LW95"
"r: S+I->2I",25,0.78,"MCV","LW95"
"r: I->R",25,0.76,"MCV","LW95"
"S",26,0.75,"MCV","LW95"
"I",26,0.76,"MCV","LW95"
"R",26,0.84,"MCV","LW95"
"p: S+I->2I",26,0.84,"MCV","LW95"
"p: I->R",26,0.85,"MCV","LW95"
"r: S+I->2I",26,0.76,"MCV","LW95"
"r: I->R",26,0.77,"MCV","LW95"
"S",27,0.71,"MCV","LW95"
"I",27,0.73,"MCV","LW95"
"R",27,0.81,"MCV","LW95"
"p: S+I->2I",27,0.83,"MCV","LW95"
"p: I->R",27,0.84,"MCV","LW95"
"r: S+I->2I",27,0.77,"MCV","LW95"
"r: I->R",27,0.73,"MCV","LW95"
"S",28,0.74,"MCV","LW95"
"I",28,0.73,"MCV","LW95"
"R",28,0.82,"MCV","LW95"
"p: S+I->2I",28,0.8,"MCV","LW95"
"p: I->R",28,0.85,"MCV","LW95"
"r: S+I->2I",28,0.75,"MCV","LW95"
"r: I->R",28,0.74,"MCV","LW95"
"S",29,0.73,"MCV","LW95"
"I",29,0.74,"MCV","LW95"
"R",29,0.79,"MCV","LW95"
"p: S+I->2I",29,0.82,"MCV","LW95"
"p: I->R",29,0.81,"MCV","LW95"
"r: S+I->2I",29,0.73,"MCV","LW95"
"r: I->R",29,0.7,"MCV","LW95"
"S",30,0.75,"MCV","LW95"
"I",30,0.73,"MCV","LW95"
"R",30,0.76,"MCV","LW95"
"p: S+I->2I",30,0.81,"MCV","LW95"
"p: I->R",30,0.82,"MCV","LW95"
"r: S+I->2I",30,0.76,"MCV","LW95"
"r: I->R",30,0.74,"MCV","LW95"
"S",31,0.75,"MCV","LW95"
"I",31,0.77,"MCV","LW95"
"R",31,0.77,"MCV","LW95"
"p: S+I->2I",31,0.81,"MCV","LW95"
"p: I->R",31,0.81,"MCV","LW95"
"r: S+I->2I",31,0.73,"MCV","LW95"
