"parameter","time","value","statistic","method"
"r: I->R",48,0.0466476151587624,"seMCV","LW95"
"S",49,0.047370877129308,"seMCV","LW95"
"I",49,0.0392300904918661,"seMCV","LW95"
"R",49,0.047370877129308,"seMCV","LW95"
"p: S+I->2I",49,0.0427083130081252,"seMCV","LW95"
"p: I->R",49,0.0448998886412873,"seMCV","LW95"
"r: S+I->2I",49,0.0443959457608462,"seMCV","LW95"
"r: I->R",49,0.0466476151587624,"seMCV","LW95"
"S",50,0.047021271782035,"seMCV","LW95"
"I",50,0.0392300904918661,"seMCV","LW95"
"R",50,0.0476969600708473,"seMCV","LW95"
"p: S+I->2I",50,0.0427083130081252,"seMCV","LW95"
"p: I->R",50,0.0443959457608462,"seMCV","LW95"
"r: S+I->2I",50,0.0443959457608462,"seMCV","LW95"
"r: I->R",50,0.047370877129308,"seMCV","LW95"
"S",51,0.0476969600708473,"seMCV","LW95"
"I",51,0.0366606055596467,"seMCV","LW95"
"R",51,0.0476969600708473,"seMCV","LW95"
"p: S+I->2I",51,0.0427083130081252,"seMCV","LW95"
"p: I->R",51,0.0438634243989226,"seMCV","LW95"
"r: S+I->2I",51,0.0458257569495584,"seMCV","LW95"
"r: I->R",51,0.0462493243193887,"seMCV","LW95"
"S",52,0.0485386443980464,"seMCV","LW95"
"I",52,0.0366606055596467,"seMCV","LW95"
"R",52,0.048,"seMCV","LW95"
"p: S+I->2I",52,0.0427083130081252,"seMCV","LW95"
"p: I->R",52,0.0438634243989226,"seMCV","LW95"
"r: S+I->2I",52,0.0448998886412873,"seMCV","LW95"
"r: I->R",52,0.047021271782035,"seMCV","LW95"
"S",53,0.0487749935930288,"seMCV","LW95"
"I",53,0.0384187454245971,"seMCV","LW95"
"R",53,0.048,"seMCV","LW95"
"p: S+I->2I",53,0.0433012701892219,"seMCV","LW95"
"p: I->R",53,0.0433012701892219,"seMCV","LW95"
"r: S+I->2I",53,0.0453762052181537,"seMCV","LW95"
"r: I->R",53,0.0462493243193887,"seMCV","LW95"
"S",54,0.048,"seMCV","LW95"
"I",54,0.0324961536185438,"seMCV","LW95"
"R",54,0.0476969600708473,"seMCV","LW95"
"p: S+I->2I",54,0.0433012701892219,"seMCV","LW95"
"p: I->R",54,0.0438634243989226,"seMCV","LW95"
"r: S+I->2I",54,0.0443959457608462,"seMCV","LW95"
"r: I->R",54,0.0462493243193887,"seMCV","LW95"
"S",55,0.0485386443980464,"seMCV","LW95"
"I",55,0.0324961536185438,"seMCV","LW95"
"R",55,0.0487749935930288,"seMCV","LW95"
"p: S+I->2I",55,0.0433012701892219,"seMCV","LW95"
"p: I->R",55,0.0448998886412873,"seMCV","LW95"
"r: S+I->2I",55,0.0438634243989226,"seMCV","LW95"
"r: I->R",55,0.0466476151587624,"seMCV","LW95"
"S",56,0.0485386443980464,"seMCV","LW95"
"I",56,0.0324961536185438,"seMCV","LW95"
"R",56,0.0487749935930288,"seMCV","LW95"
"p: S+I->2I",56,0.0427083130081252,"seMCV","LW95"
"p: I->R",56,0.0448998886412873,"seMCV","LW95"
"r: S+I->2I",56,0.0443959457608462,"seMCV","LW95"
"r: I->R",56,0.047021271782035,"seMCV","LW95"
"S",57,0.0487749935930288,"seMCV","LW95"
"I",57,0.0324961536185438,"seMCV","LW95"
"R",57,0.0491833305094318,"seMCV","LW95"
"p: S+I->2I",57,0.0427083130081252,"seMCV","LW95"
"p: I->R",57,0.0448998886412873,"seMCV","LW95"
"r: S+I->2I",57,0.0433012701892219,"seMCV","LW95"
"r: I->R",57,0.047021271782035,"seMCV","LW95"
"S",58,0.0489897948556636,"seMCV","LW95"
"I",58,0.0237486841740758,"seMCV","LW95"
"R",58,0.0489897948556636,"seMCV","LW95"
"p: S+I->2I",58,0.0427083130081252,"seMCV","LW95"
"p: I->R",58,0.0462493243193887,"seMCV","LW95"
"r: S+I->2I",58,0.0438634243989226,"seMCV","LW95"
"r: I->R",58,0.047021271782035,"seMCV","LW95"
"S",59,0.0489897948556636,"seMCV","LW95"
"I",59,0.031288975694324,"seMCV","LW95"
"R",59,0.0491833305094318,"seMCV","LW95"
"p: S+I->2I",59,0.0420832508250016,"seMCV","LW95"
"p: I->R",59,0.0458257569495584,"seMCV","LW95"
"r: S+I->2I",59,0.0433012701892219,"seMCV","LW95"
"r: I->R",59,0.048,"seMCV","LW95"
"S",60,0.0491833305094318,"seMCV","LW95"
"I",60,0.0237486841740758,"seMCV","LW95"
"R",60,0.0489897948556636,"seMCV","LW95"
"p: S+I->2I",60,0.0420832508250016,"seMCV","LW95"
"p: I->R",60,0.0453762052181537,"seMCV","LW95"
"r: S+I->2I",60,0.0433012701892219,"seMCV","LW95"
"r: I->R",60,0.048,"seMCV","LW95"
"S",0,7.57,"MAD","LW95"
"I",0,7.57,"MAD","LW95"
"R",0,0,"MAD","LW95"
"p: S+I->2I",0,0.00550929255830537,"MAD","LW95"
"p: I->R",0,0.00540406237772636,"MAD","LW95"
"r: S+I->2I",0,0.0585873757836981,"MAD","LW95"
"r: I->R",0,0.0414836587652087,"MAD","LW95"
"S",1,13.605,"MAD","LW95"
"I",1,13.215,"MAD","LW95"
"R",1,5.835,"MAD","LW95"
"p: S+I->2I",1,0.0052639988245227,"MAD","LW95"
"p: I->R",1,0.00537555667544445,"MAD","LW95"
"r: S+I->2I",1,0.0568778092067938,"MAD","LW95"
"r: I->R",1,0.0389653245640029,"MAD","LW95"
"S",2,23.48,"MAD","LW95"
"I",2,22.72,"MAD","LW95"
"R",2,9.95,"MAD","LW95"
"p: S+I->2I",2,0.00539925449523558,"MAD","LW95"
"p: I->R",2,0.00526961985722055,"MAD","LW95"
"r: S+I->2I",2,0.0509805848830273,"MAD","LW95"
"r: I->R",2,0.0390226597496246,"MAD","LW95"
"S",3,36.41,"MAD","LW95"
"I",3,33.985,"MAD","LW95"
"R",3,15.125,"MAD","LW95"
"p: S+I->2I",3,0.00538424226831083,"MAD","LW95"
"p: I->R",3,0.00519573525675711,"MAD","LW95"
"r: S+I->2I",3,0.0495742394409431,"MAD","LW95"
"r: I->R",3,0.039053643381182,"MAD","LW95"
"S",4,47.715,"MAD","LW95"
"I",4,46.585,"MAD","LW95"
"R",4,20.57,"MAD","LW95"
"p: S+I->2I",4,0.00540601456385493,"MAD","LW95"
"p: I->R",4,0.00535755518034344,"MAD","LW95"
"r: S+I->2I",4,0.0399098736276625,"MAD","LW95"
"r: I->R",4,0.0396670920600399,"MAD","LW95"
"S",5,64.025,"MAD","LW95"
"I",5,61.595,"MAD","LW95"
"R",5,28.6,"MAD","LW95"
"p: S+I->2I",5,0.0053866308133297,"MAD","LW95"
"p: I->R",5,0.00520998051653459,"MAD","LW95"
"r: S+I->2I",5,0.0354006653542252,"MAD","LW95"
"r: I->R",5,0.0382214514376044,"MAD","LW95"
"S",6,73.68,"MAD","LW95"
"I",6,67.855,"MAD","LW95"
"R",6,37.045,"MAD","LW95"
"p: S+I->2I",6,0.0053765201307443,"MAD","LW95"
"p: I->R",6,0.00519755755270259,"MAD","LW95"
"r: S+I->2I",6,0.033166432638628,"MAD","LW95"
"r: I->R",6,0.0355000415595052,"MAD","LW95"
"S",7,93.065,"MAD","LW95"
"I",7,73.665,"MAD","LW95"
"R",7,46.49,"MAD","LW95"
"p: S+I->2I",7,0.00527637482017897,"MAD","LW95"
"p: I->R",7,0.00503731274839542,"MAD","LW95"
"r: S+I->2I",7,0.0341520444217683,"MAD","LW95"
"r: I->R",7,0.0339567309037931,"MAD","LW95"
"S",8,118.74,"MAD","LW95"
"I",8,90.175,"MAD","LW95"
"R",8,60.015,"MAD","LW95"
"p: S+I->2I",8,0.00541584078110323,"MAD","LW95"
"p: I->R",8,0.00504841055610996,"MAD","LW95"
"r: S+I->2I",8,0.0318237951247514,"MAD","LW95"
"r: I->R",8,0.0348385596768218,"MAD","LW95"
"S",9,152.44,"MAD","LW95"
"I",9,118.37,"MAD","LW95"
"R",9,70.225,"MAD","LW95"
"p: S+I->2I",9,0.00529280867796946,"MAD","LW95"
"p: I->R",9,0.00503550470519345,"MAD","LW95"
"r: S+I->2I",9,0.0314974754164803,"MAD","LW95"
"r: I->R",9,0.0329351482339527,"MAD","LW95"
"S",10,169.6,"MAD","LW95"
"I",10,131.97,"MAD","LW95"
"R",10,81.745,"MAD","LW95"
"p: S+I->2I",10,0.00507725204226988,"MAD","LW95"
"p: I->R",10,0.00519827180014808,"MAD","LW95"
"r: S+I->2I",10,0.0302639305869317,"MAD","LW95"
"r: I->R",10,0.0318417598766094,"MAD","LW95"
"S",11,203.27,"MAD","LW95"
"I",11,156.5,"MAD","LW95"
"R",11,96.23,"MAD","LW95"
"p: S+I->2I",11,0.0050912359858072,"MAD","LW95"
"p: I->R",11,0.00512921301875028,"MAD","LW95"
"r: S+I->2I",11,0.0290409822593806,"MAD","LW95"
"r: I->R",11,0.0314617263952275,"MAD","LW95"
"S",12,259.45,"MAD","LW95"
"I",12,194.61,"MAD","LW95"
"R",12,122.505,"MAD","LW95"
"p: S+I->2I",12,0.00514839253309695,"MAD","LW95"
"p: I->R",12,0.00499123048452246,"MAD","LW95"
"r: S+I->2I",12,0.0286696460098565,"MAD","LW95"
"r: I->R",12,0.0304712534730532,"MAD","LW95"
"S",13,299.89,"MAD","LW95"
"I",13,228.915,"MAD","LW95"
"R",13,142.84,"MAD","LW95"
"p: S+I->2I",13,0.00519437807193248,"MAD","LW95"
"p: I->R",13,0.00491964744244391,"MAD","LW95"
"r: S+I->2I",13,0.0292763710745721,"MAD","LW95"
"r: I->R",13,0.0311462947064139,"MAD","LW95"
"S",14,343.44,"MAD","LW95"
"I",14,265.59,"MAD","LW95"
"R",14,176.935,"MAD","LW95"
"p: S+I->2I",14,0.00531894905138732,"MAD","LW95"
"p: I->R",14,0.00494421726056217,"MAD","LW95"
"r: S+I->2I",14,0.0292012867075587,"MAD","LW95"
"r: I->R",14,0.031770624009451,"MAD","LW95"
"S",15,414.57,"MAD","LW95"
"I",15,310.91,"MAD","LW95"
"R",15,217.415,"MAD","LW95"
"p: S+I->2I",15,0.00532356487399263,"MAD","LW95"
"p: I->R",15,0.00504368348806388,"MAD","LW95"
"r: S+I->2I",15,0.028847350718992,"MAD","LW95"
"r: I->R",15,0.0303060532063677,"MAD","LW95"
"S",16,429.15,"MAD","LW95"
"I",16,317.33,"MAD","LW95"
"R",16,271.38,"MAD","LW95"
"p: S+I->2I",16,0.00527340617692451,"MAD","LW95"
"p: I->R",16,0.00505324589551562,"MAD","LW95"
"r: S+I->2I",16,0.0290679322773752,"MAD","LW95"
"r: I->R",16,0.0292867411944548,"MAD","LW95"
"S",17,467.1,"MAD","LW95"
"I",17,349.49,"MAD","LW95"
"R",17,297.73,"MAD","LW95"
"p: S+I->2I",17,0.0051237826285897,"MAD","LW95"
"p: I->R",17,0.00494182687205557,"MAD","LW95"
"r: S+I->2I",17,0.029119674751038,"MAD","LW95"
"r: I->R",17,0.0295959238089489,"MAD","LW95"
"S",18,478.905,"MAD","LW95"
"I",18,338.635,"MAD","LW95"
"R",18,331.39,"MAD","LW95"
"p: S+I->2I",18,0.0046752670236269,"MAD","LW95"
"p: I->R",18,0.00485770197105949,"MAD","LW95"
"r: S+I->2I",18,0.0290583969663124,"MAD","LW95"
"r: I->R",18,0.02845878448757,"MAD","LW95"
"S",19,486.925,"MAD","LW95"
"I",19,361.185,"MAD","LW95"
"R",19,348.25,"MAD","LW95"
"p: S+I->2I",19,0.0044308516580631,"MAD","LW95"
"p: I->R",19,0.0045051099178793,"MAD","LW95"
"r: S+I->2I",19,0.0286428182287922,"MAD","LW95"
"r: I->R",19,0.0279547052209064,"MAD","LW95"
"S",20,495.385,"MAD","LW95"
"I",20,365.93,"MAD","LW95"
"R",20,335.915,"MAD","LW95"
"p: S+I->2I",20,0.00433170412120261,"MAD","LW95"
"p: I->R",20,0.00419687763045405,"MAD","LW95"
"r: S+I->2I",20,0.0277769547449935,"MAD","LW95"
"r: I->R",20,0.0281642559238344,"MAD","LW95"
"S",21,516.345,"MAD","LW95"
"I",21,350.525,"MAD","LW95"
"R",21,357.43,"MAD","LW95"
"p: S+I->2I",21,0.00438564231128414,"MAD","LW95"
"p: I->R",21,0.00411597325387263,"MAD","LW95"
"r: S+I->2I",21,0.0282446868196521,"MAD","LW95"
"r: I->R",21,0.0277763642988943,"MAD","LW95"
"S",22,495.62,"MAD","LW95"
"I",22,348.57,"MAD","LW95"
"R",22,375.815,"MAD","LW95"
"p: S+I->2I",22,0.00414618111977857,"MAD","LW95"
"p: I->R",22,0.00389954592606473,"MAD","LW95"
"r: S+I->2I",22,0.027089534034036,"MAD","LW95"
"r: I->R",22,0.0266194653008954,"MAD","LW95"
"S",23,506.31,"MAD","LW95"
"I",23,359.295,"MAD","LW95"
"R",23,378.93,"MAD","LW95"
"p: S+I->2I",23,0.00391871451647997,"MAD","LW95"
"p: I->R",23,0.00385267232176859,"MAD","LW95"
"r: S+I->2I",23,0.0281362092569041,"MAD","LW95"
"r: I->R",23,0.0282749410997129,"MAD","LW95"
"S",24,499.035,"MAD","LW95"
"I",24,345.865,"MAD","LW95"
"R",24,360.245,"MAD","LW95"
"p: S+I->2I",24,0.00405845245922796,"MAD","LW95"
"p: I->R",24,0.00380706765169079,"MAD","LW95"
"r: S+I->2I",24,0.0276629047476478,"MAD","LW95"
"r: I->R",24,0.0278163073577862,"MAD","LW95"
"S",25,511.295,"MAD","LW95"
"I",25,339.195,"MAD","LW95"
"R",25,356.32,"MAD","LW95"
"p: S+I->2I",25,0.00405520814631833,"MAD","LW95"
"p: I->R",25,0.00366376990962589,"MAD","LW95"
"r: S+I->2I",25,0.0274328883921004,"MAD","LW95"
"r: I->R",25,0.0281249216090965,"MAD","LW95"
"S",26,509.9,"MAD","LW95"
"I",26,331.695,"MAD","LW95"
"R",26,358.12,"MAD","LW95"
"p: S+I->2I",26,0.00385931320202627,"MAD","LW95"
"p: I->R",26,0.00350021783470311,"MAD","LW95"
"r: S+I->2I",26,0.0274748486327943,"MAD","LW95"
"r: I->R",26,0.0282995232099355,"MAD","LW95"
"S",27,499.65,"MAD","LW95"
"I",27,323.25,"MAD","LW95"
"R",27,349.76,"MAD","LW95"
"p: S+I->2I",27,0.00376759339625552,"MAD","LW95"
"p: I->R",27,0.00325949669614527,"MAD","LW95"
"r: S+I->2I",27,0.0274898346234193,"MAD","LW95"
"r: I->R",27,0.0280500221780424,"MAD","LW95"
"S",28,516.66,"MAD","LW95"
"I",28,301.59,"MAD","LW95"
"R",28,365.89,"MAD","LW95"
"p: S+I->2I",28,0.00375340645446218,"MAD","LW95"
"p: I->R",28,0.00318711307309755,"MAD","LW95"
"r: S+I->2I",28,0.0273029070994891,"MAD","LW95"
"r: I->R",28,0.0276849224002313,"MAD","LW95"
"S",29,479.34,"MAD","LW95"
"I",29,274.585,"MAD","LW95"
"R",29,354.28,"MAD","LW95"
"p: S+I->2I",29,0.00363600062654045,"MAD","LW95"
"p: I->R",29,0.00313442488542673,"MAD","LW95"
"r: S+I->2I",29,0.0270504797174122,"MAD","LW95"
"r: I->R",29,0.0266015111339101,"MAD","LW95"
"S",30,489.095,"MAD","LW95"
"I",30,251.365,"MAD","LW95"
"R",30,377.295,"MAD","LW95"
"p: S+I->2I",30,0.00354486920721245,"MAD","LW95"
"p: I->R",30,0.00299894476018146,"MAD","LW95"
"r: S+I->2I",30,0.0269025848491167,"MAD","LW95"
"r: I->R",30,0.0262294059125809,"MAD","LW95"
"S",31,488.485,"MAD","LW95"
"I",31,223.1,"MAD","LW95"
"R",31,389.145,"MAD","LW95"
"p: S+I->2I",31,0.00347266775697421,"MAD","LW95"
"p: I->R",31,0.00293521888132049,"MAD","LW95"
"r: S+I->2I",31,0.0261238139394225,"MAD","LW95"
"r: I->R",31,0.0251434561086326,"MAD","LW95"
"S",32,474.48,"MAD","LW95"
"I",32,191.195,"MAD","LW95"
"R",32,378.53,"MAD","LW95"
"p: S+I->2I",32,0.00347935747966097,"MAD","LW95"
"p: I->R",32,0.00293072892696065,"MAD","LW95"
"r: S+I->2I",32,0.0248557204351967,"MAD","LW95"
"r: I->R",32,0.0241634490605376,"MAD","LW95"
"S",33,454.225,"MAD","LW95"
"I",33,168.57,"MAD","LW95"
"R",33,374.945,"MAD","LW95"
"p: S+I->2I",33,0.00349129172564966,"MAD","LW95"
"p: I->R",33,0.00299114077223384,"MAD","LW95"
"r: S+I->2I",33,0.0251593247370581,"MAD","LW95"
"r: I->R",33,0.0234611857745066,"MAD","LW95"
"S",34,456.595,"MAD","LW95"
"I",34,158.94,"MAD","LW95"
"R",34,386.315,"MAD","LW95"
"p: S+I->2I",34,0.00341420355413642,"MAD","LW95"
"p: I->R",34,0.0028479671571747,"MAD","LW95"
"r: S+I->2I",34,0.025474585468768,"MAD","LW95"
"r: I->R",34,0.0238579851682647,"MAD","LW95"
"S",35,465.125,"MAD","LW95"
"I",35,151.72,"MAD","LW95"
"R",35,391.945,"MAD","LW95"
"p: S+I->2I",35,0.00332330558374213,"MAD","LW95"
"p: I->R",35,0.00285084466529161,"MAD","LW95"
"r: S+I->2I",35,0.0247094032883446,"MAD","LW95"
"r: I->R",35,0.0241941251445467,"MAD","LW95"
"S",36,467.295,"MAD","LW95"
"I",36,133.925,"MAD","LW95"
"R",36,393.995,"MAD","LW95"
"p: S+I->2I",36,0.00336639474362278,"MAD","LW95"
"p: I->R",36,0.00284114163726211,"MAD","LW95"
"r: S+I->2I",36,0.024811882935069,"MAD","LW95"
"r: I->R",36,0.02420832059391,"MAD","LW95"
"S",37,463.91,"MAD","LW95"
"I",37,113.395,"MAD","LW95"
"R",37,391.04,"MAD","LW95"
"p: S+I->2I",37,0.00331516604959488,"MAD","LW95"
"p: I->R",37,0.00282717007657266,"MAD","LW95"
"r: S+I->2I",37,0.0241792385174477,"MAD","LW95"
"r: I->R",37,0.0237667422398065,"MAD","LW95"
"S",38,459.38,"MAD","LW95"
"I",38,101.91,"MAD","LW95"
"R",38,387.975,"MAD","LW95"
"p: S+I->2I",38,0.00334315558260769,"MAD","LW95"
"p: I->R",38,0.00278785469529064,"MAD","LW95"
"r: S+I->2I",38,0.0240582942522143,"MAD","LW95"
"r: I->R",38,0.0232437217745379,"MAD","LW95"
"S",39,465.51,"MAD","LW95"
"I",39,91.46,"MAD","LW95"
"R",39,406.085,"MAD","LW95"
"p: S+I->2I",39,0.00338362432007373,"MAD","LW95"
"p: I->R",39,0.00276754399692711,"MAD","LW95"
"r: S+I->2I",39,0.0243810094960152,"MAD","LW95"
"r: I->R",39,0.0229566381445398,"MAD","LW95"
"S",40,455.27,"MAD","LW95"
"I",40,78.99,"MAD","LW95"
"R",40,398.465,"MAD","LW95"
"p: S+I->2I",40,0.00330269143684788,"MAD","LW95"
"p: I->R",40,0.00272750610206442,"MAD","LW95"
"r: S+I->2I",40,0.0239515524900156,"MAD","LW95"
"r: I->R",40,0.0225740615389453,"MAD","LW95"
"S",41,453.165,"MAD","LW95"
"I",41,72.42,"MAD","LW95"
"R",41,400.935,"MAD","LW95"
"p: S+I->2I",41,0.00329556534600193,"MAD","LW95"
"p: I->R",41,0.00266453291535029,"MAD","LW95"
"r: S+I->2I",41,0.0238504665066139,"MAD","LW95"
"r: I->R",41,0.0223577473231948,"MAD","LW95"
"S",42,462.595,"MAD","LW95"
"I",42,64.465,"MAD","LW95"
"R",42,416.505,"MAD","LW95"
"p: S+I->2I",42,0.0033203658436805,"MAD","LW95"
"p: I->R",42,0.00264379691697452,"MAD","LW95"
"r: S+I->2I",42,0.0235605259293881,"MAD","LW95"
"r: I->R",42,0.0220641957201556,"MAD","LW95"
"S",43,458.455,"MAD","LW95"
"I",43,56.835,"MAD","LW95"
"R",43,416.01,"MAD","LW95"
"p: S+I->2I",43,0.00326342774970765,"MAD","LW95"
"p: I->R",43,0.00267921596334122,"MAD","LW95"
"r: S+I->2I",43,0.0229886254291407,"MAD","LW95"
"r: I->R",43,0.0219802477957511,"MAD","LW95"
"S",44,463.025,"MAD","LW95"
"I",44,52.06,"MAD","LW95"
"R",44,421.91,"MAD","LW95"
"p: S+I->2I",44,0.00321782378773121,"MAD","LW95"
"p: I->R",44,0.00268765210214953,"MAD","LW95"
"r: S+I->2I",44,0.0228477356314659,"MAD","LW95"
"r: I->R",44,0.0217175729786472,"MAD","LW95"
"S",45,466.44,"MAD","LW95"
"I",45,46.145,"MAD","LW95"
"R",45,431.055,"MAD","LW95"
"p: S+I->2I",45,0.00318452940245847,"MAD","LW95"
"p: I->R",45,0.00269566990294037,"MAD","LW95"
"r: S+I->2I",45,0.0229626101289712,"MAD","LW95"
"r: I->R",45,0.0217642741747678,"MAD","LW95"
"S",46,455.575,"MAD","LW95"
"I",46,42.775,"MAD","LW95"
"R",46,422.46,"MAD","LW95"
"p: S+I->2I",46,0.00321927337869324,"MAD","LW95"
"p: I->R",46,0.00267103804167943,"MAD","LW95"
"r: S+I->2I",46,0.023210584542113,"MAD","LW95"
"r: I->R",46,0.0217627109462061,"MAD","LW95"
"S",47,450.62,"MAD","LW95"
"I",47,37.65,"MAD","LW95"
"R",47,426.275,"MAD","LW95"
"p: S+I->2I",47,0.00327304143120179,"MAD","LW95"
"p: I->R",47,0.00268443815259863,"MAD","LW95"
"r: S+I->2I",47,0.0230846709612521,"MAD","LW95"
"r: I->R",47,0.0214026661544094,"MAD","LW95"
"S",48,446.125,"MAD","LW95"
"I",48,33.305,"MAD","LW95"
"R",48,425.23,"MAD","LW95"
"p: S+I->2I",48,0.00327068340657347,"MAD","LW95"
"p: I->R",48,0.00267104518052641,"MAD","LW95"
"r: S+I->2I",48,0.0228846515497495,"MAD","LW95"
"r: I->R",48,0.0214384442676631,"MAD","LW95"
"S",49,465.98,"MAD","LW95"
"I",49,31.04,"MAD","LW95"
"R",49,444.63,"MAD","LW95"
"p: S+I->2I",49,0.00332864663431367,"MAD","LW95"
"p: I->R",49,0.00270252314645573,"MAD","LW95"
"r: S+I->2I",49,0.022370686335408,"MAD","LW95"
"r: I->R",49,0.0213202060898757,"MAD","LW95"
"S",50,438.785,"MAD","LW95"
"I",50,27.74,"MAD","LW95"
"R",50,420.755,"MAD","LW95"
"p: S+I->2I",50,0.00333416058825482,"MAD","LW95"
"p: I->R",50,0.00267930397558419,"MAD","LW95"
"r: S+I->2I",50,0.0222788526806374,"MAD","LW95"
"r: I->R",50,0.0209319934887908,"MAD","LW95"
"S",51,448.105,"MAD","LW95"
"I",51,25.025,"MAD","LW95"
"R",51,432.7,"MAD","LW95"
"p: S+I->2I",51,0.00334532849672249,"MAD","LW95"
"p: I->R",51,0.00268499131019085,"MAD","LW95"
"r: S+I->2I",51,0.0219958096831045,"MAD","LW95"
"r: I->R",51,0.0210964810057036,"MAD","LW95"
"S",52,446.5475,"MAD","LW95"
"I",52,22.535,"MAD","LW95"
"R",52,430.295,"MAD","LW95"
"p: S+I->2I",52,0.00331277267688079,"MAD","LW95"
"p: I->R",52,0.00267302419872785,"MAD","LW95"
"r: S+I->2I",52,0.0218877654091232,"MAD","LW95"
"r: I->R",52,0.0209319092304176,"MAD","LW95"
"S",53,450.01,"MAD","LW95"
"I",53,19.545,"MAD","LW95"
"R",53,437.47,"MAD","LW95"
"p: S+I->2I",53,0.00330471236180828,"MAD","LW95"
"p: I->R",53,0.00262675735995272,"MAD","LW95"
"r: S+I->2I",53,0.0220866749363472,"MAD","LW95"
"r: I->R",53,0.0210892806126429,"MAD","LW95"
"S",54,452.085,"MAD","LW95"
"I",54,16.815,"MAD","LW95"
"R",54,441.155,"MAD","LW95"
"p: S+I->2I",54,0.00329173036268628,"MAD","LW95"
"p: I->R",54,0.00263742213017125,"MAD","LW95"
"r: S+I->2I",54,0.0220896372076755,"MAD","LW95"
"r: I->R",54,0.020984220759743,"MAD","LW95"
"S",55,462.795,"MAD","LW95"
"I",55,14.685,"MAD","LW95"
"R",55,454.15,"MAD","LW95"
"p: S+I->2I",55,0.00331409530504646,"MAD","LW95"
"p: I->R",55,0.00264812041149153,"MAD","LW95"
"r: S+I->2I",55,0.022162120155665,"MAD","LW95"
"r: I->R",55,0.0210145402323316,"MAD","LW95"
"S",56,468.445,"MAD","LW95"
"I",56,14.83,"MAD","LW95"
"R",56,459.305,"MAD","LW95"
"p: S+I->2I",56,0.00335011393332495,"MAD","LW95"
"p: I->R",56,0.00268007912291473,"MAD","LW95"
"r: S+I->2I",56,0.0221167221071909,"MAD","LW95"
"r: I->R",56,0.0209544751781423,"MAD","LW95"
"S",57,461.975,"MAD","LW95"
"I",57,13.895,"MAD","LW95"
"R",57,453.505,"MAD","LW95"
"p: S+I->2I",57,0.00333765797613897,"MAD","LW95"
"p: I->R",57,0.00266312827854702,"MAD","LW95"
"r: S+I->2I",57,0.0224528779498968,"MAD","LW95"
"r: I->R",57,0.0210183285903523,"MAD","LW95"
"S",58,460.4625,"MAD","LW95"
"I",58,12.545,"MAD","LW95"
"R",58,456.58,"MAD","LW95"
"p: S+I->2I",58,0.00333752980959678,"MAD","LW95"
"p: I->R",58,0.00266809493400296,"MAD","LW95"
"r: S+I->2I",58,0.0226185697632036,"MAD","LW95"
"r: I->R",58,0.0210991438854771,"MAD","LW95"
"S",59,462.825,"MAD","LW95"
"I",59,11.805,"MAD","LW95"
"R",59,459.605,"MAD","LW95"
"p: S+I->2I",59,0.00333287207948936,"MAD","LW95"
"p: I->R",59,0.00266621059491347,"MAD","LW95"
"r: S+I->2I",59,0.0226602750591362,"MAD","LW95"
"r: I->R",59,0.021352356544035,"MAD","LW95"
"S",60,454.58,"MAD","LW95"
"I",60,10.765,"MAD","LW95"
"R",60,451.695,"MAD","LW95"
"p: S+I->2I",60,0.00334554381703315,"MAD","LW95"
"p: I->R",60,0.00264581535616862,"MAD","LW95"
"r: S+I->2I",60,0.0227002146706577,"MAD","LW95"
"r: I->R",60,0.0213271151660651,"MAD","LW95"
"S",0,0.240581112669557,"seMAD","LW95"
"I",0,0.240581112669557,"seMAD","LW95"
"R",0,0,"seMAD","LW95"
"p: S+I->2I",0,0.00642520372824266,"seMAD","LW95"
"p: I->R",0,0.00653114021359309,"seMAD","LW95"
"r: S+I->2I",0,0.0211741405624819,"seMAD","LW95"
"r: I->R",0,0.0175188747232642,"seMAD","LW95"
"S",1,0.354941678042256,"seMAD","LW95"
"I",1,0.350458150787021,"seMAD","LW95"
"R",1,0.204072983623702,"seMAD","LW95"
"p: S+I->2I",1,0.00634571130460196,"seMAD","LW95"
"p: I->R",1,0.00639809768428736,"seMAD","LW95"
"r: S+I->2I",1,0.0204820775692386,"seMAD","LW95"
"r: I->R",1,0.0170026514950871,"seMAD","LW95"
"S",2,0.463723246573288,"seMAD","LW95"
"I",2,0.451362692434113,"seMAD","LW95"
"R",2,0.289576296245428,"seMAD","LW95"
"p: S+I->2I",2,0.00650081804115194,"seMAD","LW95"
"p: I->R",2,0.00640974267265936,"seMAD","LW95"
"r: S+I->2I",2,0.020196252077505,"seMAD","LW95"
"r: I->R",2,0.0168431887930086,"seMAD","LW95"
"S",3,0.564888848695549,"seMAD","LW95"
"I",3,0.541630736111417,"seMAD","LW95"
"R",3,0.350255925536592,"seMAD","LW95"
"p: S+I->2I",3,0.00647754085463474,"seMAD","LW95"
"p: I->R",3,0.00625752716103557,"seMAD","LW95"
"r: S+I->2I",3,0.0189425411554992,"seMAD","LW95"
"r: I->R",3,0.0167497674121696,"seMAD","LW95"
"S",4,0.60228492655614,"seMAD","LW95"
"I",4,0.566859200236253,"seMAD","LW95"
"R",4,0.411423268870812,"seMAD","LW95"
"p: S+I->2I",4,0.00642799773447543,"seMAD","LW95"
"p: I->R",4,0.00653931739225166,"seMAD","LW95"
"r: S+I->2I",4,0.0179424934641407,"seMAD","LW95"
"r: I->R",4,0.0171324661323705,"seMAD","LW95"
