"parameter","time","value","statistic","method"
"r: S->I",26,0.0313938340779901,"seMSE","LW90"
"r: I->R",26,0.0277985076680355,"seMSE","LW90"
"S",27,205.257917413887,"seMSE","LW90"
"I",27,143.999585744895,"seMSE","LW90"
"R",27,199.091017339486,"seMSE","LW90"
"p: S->I",27,0.0244702289521782,"seMSE","LW90"
"p: I->R",27,0.0214774801930933,"seMSE","LW90"
"r: S->I",27,0.0308121333883536,"seMSE","LW90"
"r: I->R",27,0.0275385785047993,"seMSE","LW90"
"S",28,218.284844860707,"seMSE","LW90"
"I",28,135.887256821741,"seMSE","LW90"
"R",28,224.387051206756,"seMSE","LW90"
"p: S->I",28,0.0248400283516322,"seMSE","LW90"
"p: I->R",28,0.0216741683092681,"seMSE","LW90"
"r: S->I",28,0.0321322467114736,"seMSE","LW90"
"r: I->R",28,0.0281931526299856,"seMSE","LW90"
"S",29,222.541431548402,"seMSE","LW90"
"I",29,123.650874905076,"seMSE","LW90"
"R",29,242.173844088829,"seMSE","LW90"
"p: S->I",29,0.0248681291378117,"seMSE","LW90"
"p: I->R",29,0.0213981670449541,"seMSE","LW90"
"r: S->I",29,0.0310169775129614,"seMSE","LW90"
"r: I->R",29,0.0274117412958568,"seMSE","LW90"
"S",30,188.848034043999,"seMSE","LW90"
"I",30,115.423774454963,"seMSE","LW90"
"R",30,223.793717972743,"seMSE","LW90"
"p: S->I",30,0.020068419199673,"seMSE","LW90"
"p: I->R",30,0.02024781031164,"seMSE","LW90"
"r: S->I",30,0.0331959520703922,"seMSE","LW90"
"r: I->R",30,0.0281225267348051,"seMSE","LW90"
"S",31,178.795158943148,"seMSE","LW90"
"I",31,107.076667353541,"seMSE","LW90"
"R",31,215.971227814901,"seMSE","LW90"
"p: S->I",31,0.0203468371985158,"seMSE","LW90"
"p: I->R",31,0.0197119667746361,"seMSE","LW90"
"r: S->I",31,0.0316337096947336,"seMSE","LW90"
"r: I->R",31,0.0283199764391291,"seMSE","LW90"
"S",32,176.172596012878,"seMSE","LW90"
"I",32,97.7578278416073,"seMSE","LW90"
"R",32,213.244909530981,"seMSE","LW90"
"p: S->I",32,0.0203218611824306,"seMSE","LW90"
"p: I->R",32,0.0196935884552123,"seMSE","LW90"
"r: S->I",32,0.0314896149202096,"seMSE","LW90"
"r: I->R",32,0.0283691039226205,"seMSE","LW90"
"S",33,166.06950855203,"seMSE","LW90"
"I",33,85.4964071999665,"seMSE","LW90"
"R",33,158.8802514019,"seMSE","LW90"
"p: S->I",33,0.0207921401237699,"seMSE","LW90"
"p: I->R",33,0.0182332352608458,"seMSE","LW90"
"r: S->I",33,0.024950240172708,"seMSE","LW90"
"r: I->R",33,0.0262203366775574,"seMSE","LW90"
"S",34,166.813848721726,"seMSE","LW90"
"I",34,76.7734471486957,"seMSE","LW90"
"R",34,161.312057028193,"seMSE","LW90"
"p: S->I",34,0.0207494514889626,"seMSE","LW90"
"p: I->R",34,0.0181956963789468,"seMSE","LW90"
"r: S->I",34,0.0248398945633139,"seMSE","LW90"
"r: I->R",34,0.026765456346346,"seMSE","LW90"
"S",35,168.419416277263,"seMSE","LW90"
"I",35,68.8129779153927,"seMSE","LW90"
"R",35,162.670086208693,"seMSE","LW90"
"p: S->I",35,0.0209148874691158,"seMSE","LW90"
"p: I->R",35,0.0182544461812151,"seMSE","LW90"
"r: S->I",35,0.0249836750549132,"seMSE","LW90"
"r: I->R",35,0.0266040394739925,"seMSE","LW90"
"S",36,168.896328277011,"seMSE","LW90"
"I",36,61.3497585018329,"seMSE","LW90"
"R",36,164.173112448767,"seMSE","LW90"
"p: S->I",36,0.0209138676518063,"seMSE","LW90"
"p: I->R",36,0.0179444208023704,"seMSE","LW90"
"r: S->I",36,0.0251489983557626,"seMSE","LW90"
"r: I->R",36,0.0269229275713463,"seMSE","LW90"
"S",37,171.869590140896,"seMSE","LW90"
"I",37,54.9484312112277,"seMSE","LW90"
"R",37,166.413799200672,"seMSE","LW90"
"p: S->I",37,0.0209233053739982,"seMSE","LW90"
"p: I->R",37,0.0180552571471655,"seMSE","LW90"
"r: S->I",37,0.0251546615996774,"seMSE","LW90"
"r: I->R",37,0.026903972920575,"seMSE","LW90"
"S",38,170.154172828146,"seMSE","LW90"
"I",38,49.1447004535581,"seMSE","LW90"
"R",38,166.676285114616,"seMSE","LW90"
"p: S->I",38,0.0208166086435456,"seMSE","LW90"
"p: I->R",38,0.0177394199406976,"seMSE","LW90"
"r: S->I",38,0.0250555480990695,"seMSE","LW90"
"r: I->R",38,0.0266562222820832,"seMSE","LW90"
"S",39,173.463530137968,"seMSE","LW90"
"I",39,45.3018258740557,"seMSE","LW90"
"R",39,169.299607958994,"seMSE","LW90"
"p: S->I",39,0.0211311552259504,"seMSE","LW90"
"p: I->R",39,0.0180252126771835,"seMSE","LW90"
"r: S->I",39,0.0253159243081251,"seMSE","LW90"
"r: I->R",39,0.0270156576302785,"seMSE","LW90"
"S",40,174.439049731162,"seMSE","LW90"
"I",40,41.1152384409269,"seMSE","LW90"
"R",40,170.145772914381,"seMSE","LW90"
"p: S->I",40,0.0211710553661959,"seMSE","LW90"
"p: I->R",40,0.0179186874423708,"seMSE","LW90"
"r: S->I",40,0.0256801502420975,"seMSE","LW90"
"r: I->R",40,0.0270022123317694,"seMSE","LW90"
"S",41,173.514542357424,"seMSE","LW90"
"I",41,37.5827393949477,"seMSE","LW90"
"R",41,168.939039513196,"seMSE","LW90"
"p: S->I",41,0.0210422639048785,"seMSE","LW90"
"p: I->R",41,0.0180664043358852,"seMSE","LW90"
"r: S->I",41,0.0256708835615841,"seMSE","LW90"
"r: I->R",41,0.0271444046742992,"seMSE","LW90"
"S",42,174.295264029902,"seMSE","LW90"
"I",42,34.6331868315479,"seMSE","LW90"
"R",42,169.069877757641,"seMSE","LW90"
"p: S->I",42,0.0210283932582663,"seMSE","LW90"
"p: I->R",42,0.0180665020481835,"seMSE","LW90"
"r: S->I",42,0.0259037153726421,"seMSE","LW90"
"r: I->R",42,0.0272219530360621,"seMSE","LW90"
"S",43,175.31642226669,"seMSE","LW90"
"I",43,32.6878202960711,"seMSE","LW90"
"R",43,170.063126317669,"seMSE","LW90"
"p: S->I",43,0.0208877218098128,"seMSE","LW90"
"p: I->R",43,0.01798193880556,"seMSE","LW90"
"r: S->I",43,0.0258491672141779,"seMSE","LW90"
"r: I->R",43,0.0268780956695042,"seMSE","LW90"
"S",44,175.176685484558,"seMSE","LW90"
"I",44,44.2764378409822,"seMSE","LW90"
"R",44,169.028891962893,"seMSE","LW90"
"p: S->I",44,0.0209900587474495,"seMSE","LW90"
"p: I->R",44,0.0177658541657417,"seMSE","LW90"
"r: S->I",44,0.0256586791297449,"seMSE","LW90"
"r: I->R",44,0.0270120466642797,"seMSE","LW90"
"S",45,176.617019176541,"seMSE","LW90"
"I",45,43.2068337113782,"seMSE","LW90"
"R",45,169.905190588363,"seMSE","LW90"
"p: S->I",45,0.0208996624154502,"seMSE","LW90"
"p: I->R",45,0.0178523623391942,"seMSE","LW90"
"r: S->I",45,0.0255497733550936,"seMSE","LW90"
"r: I->R",45,0.0267073753672286,"seMSE","LW90"
"S",46,177.642179281022,"seMSE","LW90"
"I",46,37.3552033690268,"seMSE","LW90"
"R",46,169.448876183,"seMSE","LW90"
"p: S->I",46,0.0210148763357655,"seMSE","LW90"
"p: I->R",46,0.0179380111877081,"seMSE","LW90"
"r: S->I",46,0.0257566998575659,"seMSE","LW90"
"r: I->R",46,0.0270560112961051,"seMSE","LW90"
"S",47,178.750228096629,"seMSE","LW90"
"I",47,54.6051171360684,"seMSE","LW90"
"R",47,171.337176790214,"seMSE","LW90"
"p: S->I",47,0.0208784049531851,"seMSE","LW90"
"p: I->R",47,0.0177384634668753,"seMSE","LW90"
"r: S->I",47,0.0262769271692014,"seMSE","LW90"
"r: I->R",47,0.027410788493752,"seMSE","LW90"
"S",48,176.548395048418,"seMSE","LW90"
"I",48,24.8493700579324,"seMSE","LW90"
"R",48,171.04988437534,"seMSE","LW90"
"p: S->I",48,0.0208392376209701,"seMSE","LW90"
"p: I->R",48,0.0177441166171217,"seMSE","LW90"
"r: S->I",48,0.0264916750893286,"seMSE","LW90"
"r: I->R",48,0.0275058325405493,"seMSE","LW90"
"S",49,177.819408561132,"seMSE","LW90"
"I",49,53.425633157954,"seMSE","LW90"
"R",49,171.518744894932,"seMSE","LW90"
"p: S->I",49,0.0208385647092519,"seMSE","LW90"
"p: I->R",49,0.0177683733699234,"seMSE","LW90"
"r: S->I",49,0.0267679507096811,"seMSE","LW90"
"r: I->R",49,0.027942508667046,"seMSE","LW90"
"S",50,179.984154398128,"seMSE","LW90"
"I",50,53.5872973822245,"seMSE","LW90"
"R",50,172.096340459802,"seMSE","LW90"
"p: S->I",50,0.0209067990084516,"seMSE","LW90"
"p: I->R",50,0.0179376998728669,"seMSE","LW90"
"r: S->I",50,0.0266538178759467,"seMSE","LW90"
"r: I->R",50,0.0277149121691067,"seMSE","LW90"
"S",0,1,"MCV","LW90"
"I",0,1,"MCV","LW90"
"R",0,1,"MCV","LW90"
"p: S->I",0,0.94,"MCV","LW90"
"p: I->R",0,0.94,"MCV","LW90"
"r: S->I",0,0.97,"MCV","LW90"
"r: I->R",0,0.94,"MCV","LW90"
"S",1,0.95,"MCV","LW90"
"I",1,0.94,"MCV","LW90"
"R",1,0.98,"MCV","LW90"
"p: S->I",1,0.93,"MCV","LW90"
"p: I->R",1,0.9,"MCV","LW90"
"r: S->I",1,0.91,"MCV","LW90"
"r: I->R",1,0.86,"MCV","LW90"
"S",2,0.88,"MCV","LW90"
"I",2,0.88,"MCV","LW90"
"R",2,0.94,"MCV","LW90"
"p: S->I",2,0.85,"MCV","LW90"
"p: I->R",2,0.85,"MCV","LW90"
"r: S->I",2,0.87,"MCV","LW90"
"r: I->R",2,0.82,"MCV","LW90"
"S",3,0.81,"MCV","LW90"
"I",3,0.84,"MCV","LW90"
"R",3,0.83,"MCV","LW90"
"p: S->I",3,0.82,"MCV","LW90"
"p: I->R",3,0.83,"MCV","LW90"
"r: S->I",3,0.88,"MCV","LW90"
"r: I->R",3,0.79,"MCV","LW90"
"S",4,0.79,"MCV","LW90"
"I",4,0.83,"MCV","LW90"
"R",4,0.78,"MCV","LW90"
"p: S->I",4,0.81,"MCV","LW90"
"p: I->R",4,0.77,"MCV","LW90"
"r: S->I",4,0.84,"MCV","LW90"
"r: I->R",4,0.76,"MCV","LW90"
"S",5,0.77,"MCV","LW90"
"I",5,0.83,"MCV","LW90"
"R",5,0.73,"MCV","LW90"
"p: S->I",5,0.74,"MCV","LW90"
"p: I->R",5,0.74,"MCV","LW90"
"r: S->I",5,0.79,"MCV","LW90"
"r: I->R",5,0.68,"MCV","LW90"
"S",6,0.68,"MCV","LW90"
"I",6,0.79,"MCV","LW90"
"R",6,0.57,"MCV","LW90"
"p: S->I",6,0.66,"MCV","LW90"
"p: I->R",6,0.67,"MCV","LW90"
"r: S->I",6,0.7,"MCV","LW90"
"r: I->R",6,0.65,"MCV","LW90"
"S",7,0.67,"MCV","LW90"
"I",7,0.81,"MCV","LW90"
"R",7,0.54,"MCV","LW90"
"p: S->I",7,0.63,"MCV","LW90"
"p: I->R",7,0.62,"MCV","LW90"
"r: S->I",7,0.71,"MCV","LW90"
"r: I->R",7,0.6,"MCV","LW90"
"S",8,0.58,"MCV","LW90"
"I",8,0.81,"MCV","LW90"
"R",8,0.51,"MCV","LW90"
"p: S->I",8,0.58,"MCV","LW90"
"p: I->R",8,0.58,"MCV","LW90"
"r: S->I",8,0.71,"MCV","LW90"
"r: I->R",8,0.61,"MCV","LW90"
"S",9,0.56,"MCV","LW90"
"I",9,0.73,"MCV","LW90"
"R",9,0.49,"MCV","LW90"
"p: S->I",9,0.56,"MCV","LW90"
"p: I->R",9,0.52,"MCV","LW90"
"r: S->I",9,0.64,"MCV","LW90"
"r: I->R",9,0.5,"MCV","LW90"
"S",10,0.55,"MCV","LW90"
"I",10,0.66,"MCV","LW90"
"R",10,0.48,"MCV","LW90"
"p: S->I",10,0.5,"MCV","LW90"
"p: I->R",10,0.5,"MCV","LW90"
"r: S->I",10,0.55,"MCV","LW90"
"r: I->R",10,0.49,"MCV","LW90"
"S",11,0.48,"MCV","LW90"
"I",11,0.58,"MCV","LW90"
"R",11,0.45,"MCV","LW90"
"p: S->I",11,0.57,"MCV","LW90"
"p: I->R",11,0.5,"MCV","LW90"
"r: S->I",11,0.52,"MCV","LW90"
"r: I->R",11,0.44,"MCV","LW90"
"S",12,0.45,"MCV","LW90"
"I",12,0.55,"MCV","LW90"
"R",12,0.41,"MCV","LW90"
"p: S->I",12,0.51,"MCV","LW90"
"p: I->R",12,0.47,"MCV","LW90"
"r: S->I",12,0.51,"MCV","LW90"
"r: I->R",12,0.42,"MCV","LW90"
"S",13,0.43,"MCV","LW90"
"I",13,0.5,"MCV","LW90"
"R",13,0.4,"MCV","LW90"
"p: S->I",13,0.45,"MCV","LW90"
"p: I->R",13,0.44,"MCV","LW90"
"r: S->I",13,0.47,"MCV","LW90"
"r: I->R",13,0.42,"MCV","LW90"
"S",14,0.41,"MCV","LW90"
"I",14,0.46,"MCV","LW90"
"R",14,0.36,"MCV","LW90"
"p: S->I",14,0.45,"MCV","LW90"
"p: I->R",14,0.42,"MCV","LW90"
"r: S->I",14,0.45,"MCV","LW90"
"r: I->R",14,0.4,"MCV","LW90"
"S",15,0.36,"MCV","LW90"
"I",15,0.45,"MCV","LW90"
"R",15,0.35,"MCV","LW90"
"p: S->I",15,0.39,"MCV","LW90"
"p: I->R",15,0.38,"MCV","LW90"
"r: S->I",15,0.38,"MCV","LW90"
"r: I->R",15,0.38,"MCV","LW90"
"S",16,0.32,"MCV","LW90"
"I",16,0.43,"MCV","LW90"
"R",16,0.35,"MCV","LW90"
"p: S->I",16,0.35,"MCV","LW90"
"p: I->R",16,0.38,"MCV","LW90"
"r: S->I",16,0.38,"MCV","LW90"
"r: I->R",16,0.38,"MCV","LW90"
"S",17,0.34,"MCV","LW90"
"I",17,0.41,"MCV","LW90"
"R",17,0.35,"MCV","LW90"
"p: S->I",17,0.34,"MCV","LW90"
"p: I->R",17,0.38,"MCV","LW90"
"r: S->I",17,0.35,"MCV","LW90"
"r: I->R",17,0.35,"MCV","LW90"
"S",18,0.3,"MCV","LW90"
"I",18,0.39,"MCV","LW90"
"R",18,0.34,"MCV","LW90"
"p: S->I",18,0.32,"MCV","LW90"
"p: I->R",18,0.36,"MCV","LW90"
"r: S->I",18,0.4,"MCV","LW90"
"r: I->R",18,0.34,"MCV","LW90"
"S",19,0.31,"MCV","LW90"
"I",19,0.41,"MCV","LW90"
"R",19,0.34,"MCV","LW90"
"p: S->I",19,0.33,"MCV","LW90"
"p: I->R",19,0.36,"MCV","LW90"
"r: S->I",19,0.4,"MCV","LW90"
"r: I->R",19,0.33,"MCV","LW90"
"S",20,0.31,"MCV","LW90"
"I",20,0.44,"MCV","LW90"
"R",20,0.33,"MCV","LW90"
"p: S->I",20,0.32,"MCV","LW90"
"p: I->R",20,0.38,"MCV","LW90"
"r: S->I",20,0.36,"MCV","LW90"
"r: I->R",20,0.32,"MCV","LW90"
"S",21,0.3,"MCV","LW90"
"I",21,0.41,"MCV","LW90"
"R",21,0.31,"MCV","LW90"
"p: S->I",21,0.33,"MCV","LW90"
"p: I->R",21,0.37,"MCV","LW90"
"r: S->I",21,0.38,"MCV","LW90"
"r: I->R",21,0.32,"MCV","LW90"
"S",22,0.3,"MCV","LW90"
"I",22,0.41,"MCV","LW90"
"R",22,0.29,"MCV","LW90"
"p: S->I",22,0.31,"MCV","LW90"
"p: I->R",22,0.33,"MCV","LW90"
"r: S->I",22,0.37,"MCV","LW90"
"r: I->R",22,0.31,"MCV","LW90"
"S",23,0.27,"MCV","LW90"
"I",23,0.42,"MCV","LW90"
"R",23,0.29,"MCV","LW90"
"p: S->I",23,0.3,"MCV","LW90"
"p: I->R",23,0.31,"MCV","LW90"
"r: S->I",23,0.37,"MCV","LW90"
"r: I->R",23,0.29,"MCV","LW90"
"S",24,0.28,"MCV","LW90"
"I",24,0.41,"MCV","LW90"
"R",24,0.26,"MCV","LW90"
"p: S->I",24,0.32,"MCV","LW90"
"p: I->R",24,0.31,"MCV","LW90"
"r: S->I",24,0.36,"MCV","LW90"
"r: I->R",24,0.31,"MCV","LW90"
"S",25,0.28,"MCV","LW90"
"I",25,0.42,"MCV","LW90"
"R",25,0.27,"MCV","LW90"
"p: S->I",25,0.32,"MCV","LW90"
"p: I->R",25,0.32,"MCV","LW90"
"r: S->I",25,0.34,"MCV","LW90"
"r: I->R",25,0.31,"MCV","LW90"
"S",26,0.27,"MCV","LW90"
"I",26,0.42,"MCV","LW90"
"R",26,0.28,"MCV","LW90"
"p: S->I",26,0.33,"MCV","LW90"
"p: I->R",26,0.34,"MCV","LW90"
"r: S->I",26,0.33,"MCV","LW90"
"r: I->R",26,0.31,"MCV","LW90"
"S",27,0.26,"MCV","LW90"
"I",27,0.41,"MCV","LW90"
"R",27,0.25,"MCV","LW90"
"p: S->I",27,0.34,"MCV","LW90"
"p: I->R",27,0.33,"MCV","LW90"
"r: S->I",27,0.29,"MCV","LW90"
"r: I->R",27,0.28,"MCV","LW90"
"S",28,0.26,"MCV","LW90"
"I",28,0.43,"MCV","LW90"
"R",28,0.23,"MCV","LW90"
"p: S->I",28,0.29,"MCV","LW90"
"p: I->R",28,0.32,"MCV","LW90"
"r: S->I",28,0.29,"MCV","LW90"
"r: I->R",28,0.28,"MCV","LW90"
"S",29,0.27,"MCV","LW90"
"I",29,0.45,"MCV","LW90"
"R",29,0.25,"MCV","LW90"
"p: S->I",29,0.27,"MCV","LW90"
"p: I->R",29,0.31,"MCV","LW90"
"r: S->I",29,0.29,"MCV","LW90"
"r: I->R",29,0.29,"MCV","LW90"
"S",30,0.26,"MCV","LW90"
"I",30,0.46,"MCV","LW90"
"R",30,0.27,"MCV","LW90"
"p: S->I",30,0.28,"MCV","LW90"
"p: I->R",30,0.31,"MCV","LW90"
"r: S->I",30,0.27,"MCV","LW90"
"r: I->R",30,0.28,"MCV","LW90"
"S",31,0.25,"MCV","LW90"
"I",31,0.44,"MCV","LW90"
"R",31,0.24,"MCV","LW90"
"p: S->I",31,0.27,"MCV","LW90"
"p: I->R",31,0.3,"MCV","LW90"
"r: S->I",31,0.27,"MCV","LW90"
"r: I->R",31,0.29,"MCV","LW90"
"S",32,0.24,"MCV","LW90"
"I",32,0.47,"MCV","LW90"
"R",32,0.23,"MCV","LW90"
"p: S->I",32,0.27,"MCV","LW90"
"p: I->R",32,0.31,"MCV","LW90"
"r: S->I",32,0.28,"MCV","LW90"
"r: I->R",32,0.28,"MCV","LW90"
"S",33,0.25,"MCV","LW90"
"I",33,0.43,"MCV","LW90"
"R",33,0.24,"MCV","LW90"
"p: S->I",33,0.27,"MCV","LW90"
"p: I->R",33,0.31,"MCV","LW90"
"r: S->I",33,0.27,"MCV","LW90"
"r: I->R",33,0.29,"MCV","LW90"
"S",34,0.25,"MCV","LW90"
"I",34,0.43,"MCV","LW90"
"R",34,0.25,"MCV","LW90"
"p: S->I",34,0.26,"MCV","LW90"
"p: I->R",34,0.3,"MCV","LW90"
"r: S->I",34,0.27,"MCV","LW90"
"r: I->R",34,0.28,"MCV","LW90"
"S",35,0.26,"MCV","LW90"
"I",35,0.46,"MCV","LW90"
"R",35,0.25,"MCV","LW90"
"p: S->I",35,0.25,"MCV","LW90"
"p: I->R",35,0.3,"MCV","LW90"
"r: S->I",35,0.27,"MCV","LW90"
"r: I->R",35,0.28,"MCV","LW90"
"S",36,0.26,"MCV","LW90"
"I",36,0.49,"MCV","LW90"
"R",36,0.26,"MCV","LW90"
"p: S->I",36,0.25,"MCV","LW90"
"p: I->R",36,0.3,"MCV","LW90"
"r: S->I",36,0.27,"MCV","LW90"
"r: I->R",36,0.28,"MCV","LW90"
"S",37,0.26,"MCV","LW90"
"I",37,0.47,"MCV","LW90"
"R",37,0.27,"MCV","LW90"
"p: S->I",37,0.26,"MCV","LW90"
"p: I->R",37,0.29,"MCV","LW90"
"r: S->I",37,0.27,"MCV","LW90"
"r: I->R",37,0.27,"MCV","LW90"
"S",38,0.27,"MCV","LW90"
"I",38,0.48,"MCV","LW90"
"R",38,0.27,"MCV","LW90"
"p: S->I",38,0.25,"MCV","LW90"
"p: I->R",38,0.29,"MCV","LW90"
"r: S->I",38,0.26,"MCV","LW90"
"r: I->R",38,0.26,"MCV","LW90"
"S",39,0.26,"MCV","LW90"
"I",39,0.49,"MCV","LW90"
"R",39,0.27,"MCV","LW90"
"p: S->I",39,0.24,"MCV","LW90"
"p: I->R",39,0.28,"MCV","LW90"
"r: S->I",39,0.26,"MCV","LW90"
"r: I->R",39,0.26,"MCV","LW90"
"S",40,0.25,"MCV","LW90"
"I",40,0.48,"MCV","LW90"
"R",40,0.26,"MCV","LW90"
"p: S->I",40,0.24,"MCV","LW90"
"p: I->R",40,0.28,"MCV","LW90"
"r: S->I",40,0.26,"MCV","LW90"
"r: I->R",40,0.25,"MCV","LW90"
"S",41,0.25,"MCV","LW90"
"I",41,0.48,"MCV","LW90"
"R",41,0.26,"MCV","LW90"
"p: S->I",41,0.24,"MCV","LW90"
"p: I->R",41,0.28,"MCV","LW90"
"r: S->I",41,0.25,"MCV","LW90"
"r: I->R",41,0.25,"MCV","LW90"
"S",42,0.25,"MCV","LW90"
"I",42,0.52,"MCV","LW90"
"R",42,0.25,"MCV","LW90"
"p: S->I",42,0.25,"MCV","LW90"
"p: I->R",42,0.29,"MCV","LW90"
"r: S->I",42,0.25,"MCV","LW90"
"r: I->R",42,0.24,"MCV","LW90"
"S",43,0.25,"MCV","LW90"
"I",43,0.53,"MCV","LW90"
"R",43,0.25,"MCV","LW90"
"p: S->I",43,0.25,"MCV","LW90"
"p: I->R",43,0.27,"MCV","LW90"
"r: S->I",43,0.26,"MCV","LW90"
"r: I->R",43,0.26,"MCV","LW90"
"S",44,0.25,"MCV","LW90"
"I",44,0.51,"MCV","LW90"
"R",44,0.26,"MCV","LW90"
"p: S->I",44,0.26,"MCV","LW90"
"p: I->R",44,0.29,"MCV","LW90"
"r: S->I",44,0.26,"MCV","LW90"
"r: I->R",44,0.26,"MCV","LW90"
"S",45,0.24,"MCV","LW90"
"I",45,0.52,"MCV","LW90"
"R",45,0.25,"MCV","LW90"
"p: S->I",45,0.25,"MCV","LW90"
"p: I->R",45,0.27,"MCV","LW90"
"r: S->I",45,0.25,"MCV","LW90"
"r: I->R",45,0.25,"MCV","LW90"
"S",46,0.24,"MCV","LW90"
"I",46,0.54,"MCV","LW90"
"R",46,0.24,"MCV","LW90"
"p: S->I",46,0.25,"MCV","LW90"
"p: I->R",46,0.25,"MCV","LW90"
"r: S->I",46,0.24,"MCV","LW90"
"r: I->R",46,0.25,"MCV","LW90"
"S",47,0.24,"MCV","LW90"
"I",47,0.53,"MCV","LW90"
"R",47,0.24,"MCV","LW90"
"p: S->I",47,0.25,"MCV","LW90"
"p: I->R",47,0.27,"MCV","LW90"
"r: S->I",47,0.23,"MCV","LW90"
"r: I->R",47,0.23,"MCV","LW90"
"S",48,0.24,"MCV","LW90"
"I",48,0.54,"MCV","LW90"
"R",48,0.24,"MCV","LW90"
"p: S->I",48,0.25,"MCV","LW90"
"p: I->R",48,0.27,"MCV","LW90"
"r: S->I",48,0.23,"MCV","LW90"
"r: I->R",48,0.23,"MCV","LW90"
"S",49,0.24,"MCV","LW90"
"I",49,0.52,"MCV","LW90"
"R",49,0.24,"MCV","LW90"
"p: S->I",49,0.24,"MCV","LW90"
"p: I->R",49,0.28,"MCV","LW90"
"r: S->I",49,0.24,"MCV","LW90"
"r: I->R",49,0.24,"MCV","LW90"
"S",50,0.24,"MCV","LW90"
"I",50,0.51,"MCV","LW90"
"R",50,0.24,"MCV","LW90"
"p: S->I",50,0.24,"MCV","LW90"
"p: I->R",50,0.27,"MCV","LW90"
"r: S->I",50,0.23,"MCV","LW90"
"r: I->R",50,0.23,"MCV","LW90"
"S",0,0,"seMCV","LW90"
"I",0,0,"seMCV","LW90"
"R",0,0,"seMCV","LW90"
"p: S->I",0,0.0237486841740758,"seMCV","LW90"
"p: I->R",0,0.0237486841740758,"seMCV","LW90"
"r: S->I",0,0.017058722109232,"seMCV","LW90"
"r: I->R",0,0.0237486841740758,"seMCV","LW90"
"S",1,0.0217944947177034,"seMCV","LW90"
"I",1,0.0237486841740758,"seMCV","LW90"
"R",1,0.014,"seMCV","LW90"
"p: S->I",1,0.0255147016443461,"seMCV","LW90"
"p: I->R",1,0.03,"seMCV","LW90"
"r: S->I",1,0.0286181760425084,"seMCV","LW90"
"r: I->R",1,0.0346987031457949,"seMCV","LW90"
"S",2,0.0324961536185438,"seMCV","LW90"
"I",2,0.0324961536185438,"seMCV","LW90"
"R",2,0.0237486841740758,"seMCV","LW90"
"p: S->I",2,0.0357071421427143,"seMCV","LW90"
"p: I->R",2,0.0357071421427143,"seMCV","LW90"
"r: S->I",2,0.0336303434416005,"seMCV","LW90"
"r: I->R",2,0.0384187454245971,"seMCV","LW90"
"S",3,0.0392300904918661,"seMCV","LW90"
"I",3,0.0366606055596467,"seMCV","LW90"
"R",3,0.0375632799419859,"seMCV","LW90"
"p: S->I",3,0.0384187454245971,"seMCV","LW90"
"p: I->R",3,0.0375632799419859,"seMCV","LW90"
"r: S->I",3,0.0324961536185438,"seMCV","LW90"
"r: I->R",3,0.0407308237088326,"seMCV","LW90"
"S",4,0.0407308237088326,"seMCV","LW90"
"I",4,0.0375632799419859,"seMCV","LW90"
"R",4,0.041424630354416,"seMCV","LW90"
"p: S->I",4,0.0392300904918661,"seMCV","LW90"
"p: I->R",4,0.0420832508250016,"seMCV","LW90"
"r: S->I",4,0.0366606055596467,"seMCV","LW90"
"r: I->R",4,0.0427083130081252,"seMCV","LW90"
"S",5,0.0420832508250016,"seMCV","LW90"
"I",5,0.0375632799419859,"seMCV","LW90"
"R",5,0.0443959457608462,"seMCV","LW90"
"p: S->I",5,0.0438634243989226,"seMCV","LW90"
"p: I->R",5,0.0438634243989226,"seMCV","LW90"
"r: S->I",5,0.0407308237088326,"seMCV","LW90"
"r: I->R",5,0.0466476151587624,"seMCV","LW90"
"S",6,0.0466476151587624,"seMCV","LW90"
"I",6,0.0407308237088326,"seMCV","LW90"
"R",6,0.0495075751779463,"seMCV","LW90"
"p: S->I",6,0.047370877129308,"seMCV","LW90"
"p: I->R",6,0.047021271782035,"seMCV","LW90"
"r: S->I",6,0.0458257569495584,"seMCV","LW90"
"r: I->R",6,0.0476969600708473,"seMCV","LW90"
"S",7,0.047021271782035,"seMCV","LW90"
"I",7,0.0392300904918661,"seMCV","LW90"
"R",7,0.0498397431775085,"seMCV","LW90"
"p: S->I",7,0.0482804308182932,"seMCV","LW90"
"p: I->R",7,0.0485386443980464,"seMCV","LW90"
"r: S->I",7,0.0453762052181537,"seMCV","LW90"
"r: I->R",7,0.0489897948556636,"seMCV","LW90"
"S",8,0.0493558507170123,"seMCV","LW90"
"I",8,0.0392300904918661,"seMCV","LW90"
"R",8,0.0499899989998,"seMCV","LW90"
"p: S->I",8,0.0493558507170123,"seMCV","LW90"
"p: I->R",8,0.0493558507170123,"seMCV","LW90"
"r: S->I",8,0.0453762052181537,"seMCV","LW90"
"r: I->R",8,0.0487749935930288,"seMCV","LW90"
"S",9,0.0496386945839634,"seMCV","LW90"
"I",9,0.0443959457608462,"seMCV","LW90"
"R",9,0.0499899989998,"seMCV","LW90"
"p: S->I",9,0.0496386945839634,"seMCV","LW90"
"p: I->R",9,0.0499599839871872,"seMCV","LW90"
"r: S->I",9,0.048,"seMCV","LW90"
"r: I->R",9,0.05,"seMCV","LW90"
